birthday,gender,level,position,department,education_level,major,experience,senority,current_position_experience,time_with_line_manager,salary,stock_option_level,num_working_hours,workplace_requirement_level,overtime,performance_level,work_travel_frequency,work_satisfaction_level,num_job_changes,status,home_distance,coworker_relationship_level,training_frequency,turnover
6/17/88,Male,1,Research Scientist,Research & Development,college,Life Sciences,10,10,7,7,2700,1,40,high,No,outstanding,low,high,1,Married,23,execellent,rarely,No
12/20/88,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,3,3,1,2,2157,1,40,high,No,execellent,high,very high,1,Married,20,good,frequently,No
6/9/88,Male,2,Manufacturing Director,Research & Development,highschool graduated,Medical,10,10,7,2,5056,1,40,medium,Yes,execellent,low,very high,1,Married,8,execellent,rarely,No
7/27/88,Female,3,System Engineer,Engineer,highschool graduated,Technical Degree,11,11,8,10,7336,1,40,very high,No,execellent,low,low,1,Married,23,average,rarely,Yes
6/13/88,Female,1,Laboratory Technician,Research & Development,highschool graduated,Medical,10,10,8,8,3131,1,40,medium,No,execellent,low,very high,1,Married,6,average,frequently,No
5/28/88,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,3,3,2,2,3760,3,40,low,No,execellent,low,very high,1,Divorced,1,average,frequently,No
6/20/88,Male,2,Healthcare Representative,Research & Development,bachelor/engineer,Life Sciences,6,6,0,0,6623,2,40,high,Yes,execellent,low,very high,1,Divorced,7,good,rarely,No
2/3/88,Male,3,Human Resources,Staff,bachelor/engineer,Other,10,10,9,9,7988,0,40,medium,No,execellent,low,low,1,Single,17,average,rarely,No
3/4/88,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,7,4,8620,2,40,high,No,execellent,low,high,1,Divorced,19,execellent,rarely,No
8/5/88,Male,1,Laboratory Technician,Research & Development,highschool graduated,Medical,10,10,9,5,4723,0,40,medium,Yes,execellent,low,low,1,Single,3,outstanding,rarely,No
6/6/88,Male,2,Healthcare Representative,Research & Development,highschool graduated,Life Sciences,6,6,4,3,8853,1,40,low,No,execellent,high,very high,1,Divorced,2,outstanding,none,No
5/13/88,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,0,9,4187,1,40,low,Yes,execellent,low,medium,1,Divorced,5,good,rarely,No
1/14/88,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,2,2,2,2,2760,0,40,medium,No,execellent,low,medium,1,Single,9,execellent,rarely,Yes
11/3/88,Female,1,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,1,1,0,0,2109,1,40,very high,No,execellent,low,low,1,Divorced,4,execellent,rarely,No
6/12/88,Male,1,Laboratory Technician,Research & Development,highschool graduated,Medical,11,11,8,10,3812,0,40,very high,No,execellent,high,very high,1,Married,20,good,rarely,No
2/14/88,Male,1,Human Resources,Staff,highschool graduated,Medical,1,1,0,0,2804,0,40,very high,No,execellent,low,medium,1,Married,6,outstanding,rarely,No
5/25/88,Male,1,Research Scientist,Research & Development,college,Life Sciences,1,1,0,0,2439,0,40,very high,Yes,outstanding,high,very high,1,Single,24,good,rarely,Yes
8/21/88,Male,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,1,1,0,0,1091,0,40,high,No,execellent,high,low,1,Single,24,outstanding,rarely,Yes
5/11/88,Female,1,Research Scientist,Research & Development,master,Medical,5,5,4,4,3785,0,40,very high,No,execellent,low,low,1,Single,28,good,rarely,No
11/29/87,Male,1,Laboratory Technician,Research & Development,highschool graduated,Life Sciences,1,1,0,0,2693,1,40,very high,No,outstanding,low,high,1,Divorced,24,good,rarely,No
11/4/87,Male,1,Laboratory Technician,Research & Development,college,Medical,10,10,0,8,2206,0,40,very high,No,execellent,low,high,1,Single,9,average,frequently,No
2/3/87,Female,2,Laboratory Technician,Research & Development,college,Medical,12,12,8,7,4011,0,40,high,No,outstanding,high,very high,1,Single,1,outstanding,rarely,No
11/7/87,Male,2,Laboratory Technician,Research & Development,highschool graduated,Life Sciences,10,10,8,0,5126,2,40,very high,Yes,execellent,low,very high,1,Married,1,execellent,none,No
7/22/87,Male,2,Healthcare Representative,Research & Development,bachelor/engineer,Life Sciences,11,11,10,8,4152,3,40,high,No,execellent,low,very high,1,Married,2,average,rarely,No
10/14/87,Female,2,System Engineer,Engineer,college,Technical Degree,11,11,8,7,5209,3,40,high,Yes,execellent,low,medium,1,Divorced,4,good,frequently,No
10/13/87,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,10,10,7,9,2613,3,40,low,No,outstanding,high,high,1,Divorced,23,execellent,rarely,No
5/15/87,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,5,5,4,4,2632,0,40,low,No,execellent,low,high,1,Single,18,execellent,frequently,No
1/7/87,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Medical,12,12,9,10,3072,2,40,high,No,execellent,none,low,1,Divorced,9,execellent,frequently,No
7/27/87,Male,3,Manufacturing Director,Research & Development,highschool graduated,Life Sciences,12,11,8,8,8474,0,40,high,No,outstanding,none,high,1,Single,1,execellent,rarely,No
12/26/87,Female,2,Research Scientist,Research & Development,college,Medical,11,10,8,9,5775,2,40,very high,No,execellent,low,very high,1,Married,28,outstanding,rarely,No
11/21/87,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,9,2,6118,3,40,very high,No,execellent,low,high,1,Divorced,5,execellent,rarely,No
10/28/87,Male,1,Data Engineer,Engineer,highschool graduated,Technical Degree,1,1,0,0,2476,1,40,high,No,execellent,low,medium,1,Married,2,average,rarely,No
12/11/87,Male,1,Data Engineer,Engineer,master,Technical Degree,1,1,0,0,2033,1,40,medium,No,execellent,high,low,1,Married,12,execellent,rarely,Yes
1/29/87,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,1,1,0,0,2083,1,40,high,No,outstanding,high,high,1,Divorced,3,execellent,rarely,No
9/15/87,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,3,4,6578,1,40,high,No,execellent,low,high,1,Married,10,average,rarely,No
6/7/87,Male,2,Laboratory Technician,Research & Development,master,Life Sciences,10,10,7,9,3491,3,40,high,No,execellent,low,high,1,Divorced,7,average,frequently,No
5/30/87,Female,3,Manager,Research & Development,master,Medical,9,9,1,8,11916,2,40,medium,Yes,outstanding,low,low,1,Married,17,outstanding,rarely,No
12/17/87,Male,1,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,1,1,0,0,1274,2,40,high,No,execellent,none,high,1,Divorced,7,good,rarely,No
2/23/87,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,8,7,9714,1,40,medium,No,execellent,low,low,1,Married,1,outstanding,frequently,Yes
11/11/87,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,6,6,4,1,2141,1,40,medium,No,execellent,low,medium,1,Married,7,good,rarely,No
11/8/87,Male,1,Research Scientist,Research & Development,highschool graduated,Life Sciences,10,10,0,8,2862,1,40,medium,No,execellent,low,very high,1,Married,16,good,rarely,No
6/23/87,Male,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,1,1,0,0,1081,0,40,medium,No,execellent,low,very high,1,Single,9,execellent,rarely,Yes
4/9/87,Male,1,Laboratory Technician,Research & Development,college,Medical,12,12,8,7,3748,0,40,very high,No,execellent,low,medium,1,Married,1,execellent,frequently,No
3/9/86,Male,1,Research Scientist,Research & Development,highschool graduated,Life Sciences,5,5,2,3,2911,1,40,low,No,execellent,low,high,1,Divorced,26,outstanding,none,No
9/22/86,Male,1,Research Scientist,Research & Development,master,Medical,1,1,1,0,2501,0,40,high,No,execellent,low,medium,1,Single,1,good,frequently,No
1/21/86,Female,2,Manufacturing Director,Research & Development,master,Life Sciences,11,11,7,8,4424,0,40,high,No,outstanding,low,very high,1,Single,8,outstanding,rarely,No
6/25/86,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,2,2,2,2,2789,1,40,very high,No,execellent,high,medium,1,Divorced,5,execellent,frequently,No
10/31/86,Female,3,Manufacturing Director,Research & Development,college,Life Sciences,10,10,9,9,8943,1,40,high,No,outstanding,high,high,1,Married,7,average,rarely,No
7/4/86,Female,3,Manufacturing Director,Research & Development,master,Medical,11,11,9,10,7143,0,40,high,Yes,execellent,low,very high,1,Single,7,execellent,rarely,No
3/30/86,Female,2,Manufacturing Director,Research & Development,college,Medical,13,13,10,12,4306,1,40,medium,No,execellent,low,low,1,Married,7,good,frequently,No
8/16/86,Male,1,Laboratory Technician,Research & Development,college,Life Sciences,4,4,2,2,2218,1,40,very high,No,execellent,low,low,1,Married,1,execellent,rarely,No
7/29/86,Male,3,Manufacturing Director,Research & Development,highschool graduated,Life Sciences,13,13,8,8,10648,1,40,high,No,outstanding,low,medium,1,Divorced,9,outstanding,frequently,No
12/13/86,Female,2,System Engineer,Engineer,college,Technical Degree,9,9,8,0,6932,1,40,very high,No,execellent,none,high,1,Married,20,outstanding,rarely,No
7/28/86,Female,2,Manufacturing Director,Research & Development,highschool graduated,Life Sciences,4,4,3,3,4148,1,40,high,No,execellent,high,low,1,Married,1,execellent,none,No
10/16/86,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,2,2,2,2,2610,1,40,high,No,execellent,high,high,1,Married,15,execellent,frequently,Yes
6/12/86,Male,2,Healthcare Representative,Research & Development,college,Medical,6,6,5,1,6833,0,40,high,Yes,execellent,low,low,1,Married,11,outstanding,rarely,No
3/9/86,Female,2,Healthcare Representative,Research & Development,bachelor/engineer,Medical,10,10,9,8,6812,0,40,high,No,execellent,low,low,1,Single,24,good,rarely,No
8/16/86,Female,3,System Engineer,Engineer,master,Technical Degree,10,10,8,6,9852,1,40,very high,Yes,execellent,none,high,1,Divorced,2,average,frequently,No
9/21/86,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,3,3,2,2,2302,0,40,very high,Yes,execellent,high,medium,1,Single,1,average,rarely,Yes
11/11/86,Male,2,Manufacturing Director,Research & Development,master,Medical,10,10,2,7,6179,2,40,very high,Yes,execellent,low,high,1,Married,22,outstanding,rarely,Yes
11/20/86,Female,1,Data Engineer,Engineer,master,Technical Degree,1,1,0,0,1359,0,40,medium,No,execellent,high,high,1,Single,1,good,rarely,Yes
7/27/86,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,1,1,0,0,1261,0,40,low,No,execellent,low,medium,1,Single,8,execellent,rarely,Yes
3/14/86,Male,3,System Engineer,Engineer,college,Technical Degree,13,13,7,9,10793,1,40,low,No,execellent,low,very high,1,Divorced,8,average,frequently,No
8/14/86,Female,3,Manufacturing Director,Research & Development,doctor,Life Sciences,10,10,8,7,7446,0,40,high,No,execellent,high,medium,1,Single,1,average,rarely,Yes
8/31/86,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,7,7,2,7,4084,0,40,very high,No,execellent,high,high,1,Single,3,average,rarely,Yes
8/12/86,Female,2,System Engineer,Engineer,master,Technical Degree,10,10,0,2,5476,2,40,low,No,execellent,low,very high,1,Married,5,average,rarely,No
2/13/86,Male,1,Laboratory Technician,Research & Development,master,Life Sciences,6,5,2,3,3477,1,40,medium,No,execellent,low,high,1,Married,2,outstanding,rarely,No
8/6/86,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,6,5,2,2,8346,1,40,low,No,execellent,low,high,1,Married,5,execellent,rarely,No
4/2/86,Female,2,System Engineer,Engineer,master,Technical Degree,13,12,7,7,5468,2,40,low,No,execellent,low,very high,1,Married,29,average,rarely,No
11/2/86,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,10,10,8,2,4197,1,40,medium,No,execellent,low,high,1,Divorced,20,average,rarely,No
7/11/86,Male,1,Research Scientist,Research & Development,college,Medical,4,4,2,3,3065,1,40,high,Yes,execellent,none,low,1,Divorced,3,outstanding,rarely,No
8/9/86,Male,2,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,10,10,8,7,5003,0,40,very high,No,outstanding,high,low,1,Married,1,good,frequently,No
4/4/86,Male,2,System Engineer,Engineer,master,Technical Degree,10,10,7,8,5617,0,40,low,Yes,execellent,high,very high,1,Married,26,execellent,frequently,Yes
1/7/86,Female,1,Laboratory Technician,Research & Development,highschool graduated,Medical,1,1,0,0,1129,3,40,very high,Yes,execellent,low,very high,1,Divorced,2,execellent,frequently,No
1/5/85,Female,1,Research Scientist,Research & Development,highschool graduated,Life Sciences,10,10,2,7,3919,0,40,medium,Yes,outstanding,high,low,1,Single,16,good,frequently,Yes
9/26/85,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Medical,9,9,8,8,6162,1,40,low,Yes,outstanding,low,very high,1,Married,1,good,rarely,No
4/15/85,Male,2,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,10,10,4,9,6220,2,40,medium,No,execellent,low,medium,1,Married,1,good,rarely,No
8/20/85,Male,2,System Engineer,Engineer,master,Technical Degree,12,11,8,7,5010,0,40,medium,No,execellent,low,high,1,Single,6,average,none,No
9/16/85,Male,1,Research Scientist,Research & Development,highschool graduated,Life Sciences,1,1,0,0,2956,0,40,very high,No,execellent,low,low,1,Single,1,outstanding,rarely,No
8/29/85,Female,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,9,9,8,7,8998,0,40,medium,No,execellent,high,very high,1,Single,8,outstanding,rarely,No
9/7/85,Male,3,System Engineer,Engineer,master,Technical Degree,14,14,8,8,10400,0,40,very high,No,execellent,low,very high,1,Married,4,execellent,rarely,Yes
2/16/85,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,5,5,1,3,2794,0,40,medium,No,outstanding,high,medium,1,Married,7,execellent,rarely,No
1/14/85,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,13,13,8,8,5484,1,40,very high,No,execellent,low,high,1,Married,7,execellent,rarely,No
8/24/85,Female,2,System Engineer,Engineer,college,Technical Degree,13,13,12,9,5228,0,40,high,Yes,execellent,low,medium,1,Married,8,outstanding,rarely,No
7/3/85,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,8,8,0,7,2370,1,40,high,No,execellent,low,medium,1,Married,2,execellent,frequently,No
6/6/85,Female,2,Research Scientist,Research & Development,master,Life Sciences,6,6,4,5,6322,1,40,low,Yes,execellent,low,very high,1,Married,9,outstanding,rarely,No
12/22/85,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,7,8,5396,0,40,very high,No,execellent,low,very high,1,Single,10,outstanding,rarely,No
1/13/85,Male,2,Laboratory Technician,Research & Development,master,Life Sciences,10,10,8,7,5309,2,40,low,No,execellent,high,very high,1,Married,24,outstanding,rarely,No
8/13/85,Female,2,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,14,14,13,8,6162,1,40,high,No,execellent,low,high,1,Married,4,execellent,rarely,No
2/6/85,Male,2,System Engineer,Engineer,college,Technical Degree,10,10,8,3,6524,1,40,medium,No,execellent,high,medium,1,Married,5,outstanding,rarely,No
7/1/85,Male,1,Laboratory Technician,Research & Development,master,Life Sciences,1,1,0,1,2795,0,40,low,Yes,outstanding,low,very high,1,Single,25,execellent,rarely,Yes
3/4/85,Female,2,Manufacturing Director,Research & Development,master,Medical,8,8,7,3,6725,1,40,high,No,execellent,low,low,1,Married,3,execellent,rarely,No
6/10/85,Female,1,Data Engineer,Engineer,highschool graduated,Technical Degree,1,1,0,0,2827,3,40,high,No,execellent,none,low,1,Divorced,2,execellent,rarely,No
4/22/85,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Other,2,2,2,2,2743,1,40,high,No,outstanding,high,medium,1,Married,13,execellent,rarely,No
10/19/85,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,7,8,6209,2,40,high,No,execellent,low,very high,1,Married,8,execellent,frequently,No
1/15/85,Male,2,Laboratory Technician,Research & Development,college,Life Sciences,10,10,4,1,4883,1,40,very high,No,execellent,low,high,1,Married,7,average,rarely,Yes
7/29/85,Male,1,Laboratory Technician,Research & Development,master,Life Sciences,1,1,0,0,1393,0,40,very high,No,execellent,low,medium,1,Single,2,average,rarely,Yes
1/27/85,Female,1,Laboratory Technician,Research & Development,master,Life Sciences,6,6,2,1,2837,0,40,high,No,execellent,low,medium,1,Single,29,execellent,rarely,No
5/30/85,Female,3,System Engineer,Engineer,master,Technical Degree,14,14,10,7,10422,2,40,high,No,execellent,low,very high,1,Married,1,execellent,rarely,No
10/1/85,Male,1,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,4,4,2,2,2439,0,40,very high,No,execellent,low,low,1,Single,2,outstanding,frequently,No
5/11/84,Female,1,Research Scientist,Research & Development,master,Life Sciences,8,8,7,0,2909,0,40,very high,Yes,execellent,high,high,1,Married,3,execellent,rarely,No
1/22/84,Female,3,Research Director,Research & Development,college,Life Sciences,15,15,14,12,13458,0,40,low,Yes,execellent,high,very high,1,Single,1,execellent,none,No
7/12/84,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,8,8,7,6,2756,1,40,very high,No,execellent,low,medium,1,Married,14,outstanding,frequently,No
11/24/84,Female,1,Research Scientist,Research & Development,master,Life Sciences,2,2,2,2,2911,1,40,high,No,execellent,low,very high,1,Married,5,execellent,rarely,No
4/20/84,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,1,1,0,0,2851,0,40,very high,Yes,execellent,low,high,1,Single,5,good,rarely,Yes
1/8/84,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,10,10,8,7,3348,0,40,low,Yes,execellent,high,low,1,Single,3,average,rarely,Yes
3/11/84,Male,1,Research Scientist,Research & Development,master,Other,10,10,9,8,2686,0,40,very high,Yes,execellent,low,very high,1,Single,1,execellent,rarely,Yes
2/22/84,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,9,9,8,8,4037,1,40,low,No,outstanding,low,low,1,Divorced,1,average,frequently,No
7/20/84,Male,4,Manager,Engineer,bachelor/engineer,Technical Degree,10,10,8,0,17444,0,40,very high,No,execellent,none,high,1,Single,17,outstanding,rarely,No
9/1/84,Female,2,Healthcare Representative,Research & Development,master,Other,6,6,5,2,5488,1,40,high,Yes,execellent,high,medium,1,Married,1,average,rarely,No
11/1/84,Female,2,Research Scientist,Research & Development,master,Medical,14,13,7,8,4508,0,40,low,No,outstanding,high,high,1,Single,29,good,frequently,Yes
4/30/84,Male,1,Human Resources,Staff,bachelor/engineer,Human Resources,5,5,4,4,3600,1,40,medium,No,execellent,low,high,1,Married,2,outstanding,rarely,No
2/16/84,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,7,1,4539,1,40,medium,No,execellent,high,high,1,Married,25,average,rarely,No
3/15/84,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,5,5,3,2,4320,0,40,very high,No,execellent,low,medium,1,Single,25,outstanding,rarely,No
6/18/84,Male,2,Laboratory Technician,Research & Development,master,Life Sciences,15,15,14,7,5207,1,40,medium,Yes,execellent,low,high,1,Married,28,good,rarely,No
2/3/84,Male,2,System Engineer,Engineer,master,Technical Degree,6,6,2,4,5505,2,40,very high,No,execellent,low,very high,1,Divorced,2,execellent,frequently,No
3/15/84,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,7,6,5,2,5368,1,40,high,Yes,outstanding,none,very high,1,Divorced,16,execellent,rarely,No
10/23/84,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,14,14,11,13,2028,3,40,medium,No,execellent,low,medium,1,Married,21,outstanding,frequently,No
1/12/84,Male,2,System Engineer,Engineer,master,Technical Degree,10,10,4,9,5487,0,40,medium,No,execellent,low,high,1,Single,10,good,rarely,No
12/14/84,Male,2,Healthcare Representative,Research & Development,college,Life Sciences,9,9,7,8,5968,3,40,very high,No,outstanding,high,high,1,Divorced,7,execellent,rarely,No
5/23/84,Male,1,Laboratory Technician,Research & Development,college,Medical,1,1,1,0,2008,3,40,medium,No,execellent,none,high,1,Divorced,1,execellent,rarely,No
3/15/83,Male,2,Manufacturing Director,Research & Development,college,Medical,5,5,2,3,4325,0,40,low,No,execellent,low,medium,1,Married,1,execellent,rarely,No
1/29/83,Female,2,Research Scientist,Research & Development,master,Other,16,16,13,10,4809,0,40,low,No,execellent,low,high,1,Single,6,execellent,rarely,No
12/17/83,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,9,9,7,6,6074,0,40,low,Yes,outstanding,high,high,1,Single,7,outstanding,rarely,Yes
9/15/83,Male,2,Manufacturing Director,Research & Development,highschool graduated,Life Sciences,10,10,9,9,9547,0,40,very high,No,execellent,high,high,1,Married,2,execellent,rarely,No
2/20/83,Male,1,Research Scientist,Research & Development,master,Medical,5,5,3,0,3815,1,40,very high,Yes,execellent,high,high,1,Divorced,10,outstanding,frequently,No
12/15/83,Male,2,System Engineer,Engineer,master,Technical Degree,10,10,7,7,5337,0,40,very high,No,execellent,low,very high,1,Single,21,outstanding,rarely,No
1/26/83,Male,1,Research Scientist,Research & Development,college,Life Sciences,6,6,5,3,3622,1,40,medium,Yes,execellent,low,very high,1,Married,1,outstanding,rarely,No
10/3/83,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,8,8,2,6,2579,2,40,high,Yes,execellent,low,high,1,Divorced,14,outstanding,rarely,No
9/4/83,Male,1,Research Scientist,Research & Development,doctor,Life Sciences,10,10,9,8,2691,1,40,medium,No,execellent,low,very high,1,Married,1,outstanding,frequently,No
5/30/83,Female,3,Healthcare Representative,Research & Development,bachelor/engineer,Medical,9,8,7,7,8621,0,40,very high,No,execellent,low,medium,1,Single,9,good,rarely,No
9/18/83,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,6,6,5,4,6274,0,40,very high,No,outstanding,low,very high,1,Single,2,execellent,frequently,No
3/12/83,Female,1,Research Scientist,Research & Development,master,Medical,6,6,5,3,4381,0,40,high,No,execellent,low,low,1,Single,2,execellent,rarely,No
12/24/83,Female,1,Research Scientist,Research & Development,master,Life Sciences,6,5,2,3,2553,0,40,high,No,execellent,high,very high,1,Single,16,execellent,rarely,No
9/21/83,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,1,1,0,0,2008,2,40,medium,No,execellent,low,medium,1,Divorced,10,good,rarely,No
4/15/83,Female,1,Data Engineer,Engineer,master,Technical Degree,1,1,1,0,2220,1,40,high,Yes,execellent,low,high,1,Married,10,outstanding,rarely,No
7/23/83,Female,2,System Engineer,Engineer,highschool graduated,Technical Degree,6,6,5,3,5714,0,40,medium,No,outstanding,low,high,1,Married,9,average,rarely,No
8/21/83,Female,2,System Engineer,Engineer,college,Technical Degree,10,10,8,6,6125,0,40,high,No,execellent,low,low,1,Single,15,outstanding,frequently,No
10/8/83,Female,1,Research Scientist,Research & Development,highschool graduated,Technical Degree,5,5,4,0,2029,3,40,low,No,outstanding,none,high,1,Divorced,26,execellent,rarely,No
6/13/83,Female,2,Healthcare Representative,Research & Development,master,Technical Degree,14,14,11,11,6687,0,40,high,No,execellent,low,very high,1,Single,2,outstanding,rarely,No
1/3/83,Female,1,Human Resources,Staff,master,Technical Degree,2,2,2,2,2742,0,40,low,No,execellent,low,high,1,Married,9,outstanding,none,Yes
8/7/83,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,9,6,7083,0,40,very high,Yes,execellent,low,high,1,Married,1,outstanding,rarely,No
1/10/83,Male,1,Research Scientist,Research & Development,master,Medical,1,1,0,0,2972,0,40,low,No,execellent,low,very high,1,Single,7,execellent,frequently,No
7/1/83,Male,2,Healthcare Representative,Research & Development,master,Technical Degree,8,8,2,7,5063,1,40,very high,No,execellent,high,high,1,Married,10,good,rarely,No
3/13/83,Male,2,Manufacturing Director,Research & Development,master,Life Sciences,9,9,7,2,4724,1,40,high,No,execellent,high,very high,1,Divorced,10,average,rarely,No
3/13/83,Female,2,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,11,11,8,9,5433,1,40,very high,No,execellent,low,medium,1,Divorced,3,execellent,rarely,No
5/18/83,Male,2,Laboratory Technician,Research & Development,college,Medical,15,15,10,13,3986,1,40,medium,No,execellent,low,very high,1,Married,5,execellent,rarely,No
3/30/83,Female,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,10,10,9,7,2929,0,40,medium,No,execellent,low,very high,1,Married,19,good,rarely,No
10/29/83,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,15,15,14,7,4001,1,40,very high,Yes,execellent,none,high,1,Divorced,10,execellent,rarely,No
6/2/83,Male,2,System Engineer,Engineer,college,Technical Degree,10,10,8,8,6799,2,40,medium,No,outstanding,low,high,1,Married,8,execellent,frequently,No
7/5/83,Male,1,Research Scientist,Research & Development,master,Technical Degree,5,5,2,0,2307,1,40,very high,Yes,outstanding,none,low,1,Married,16,good,rarely,Yes
5/14/83,Male,2,Research Scientist,Research & Development,master,Other,16,15,10,11,5747,0,40,high,Yes,execellent,high,very high,1,Married,22,good,rarely,No
3/30/83,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,14,14,8,1,9888,0,40,low,No,outstanding,low,very high,1,Single,1,average,rarely,No
11/27/83,Male,3,System Engineer,Engineer,master,Technical Degree,9,8,7,1,8628,1,40,very high,No,execellent,low,high,1,Divorced,13,execellent,rarely,No
6/20/83,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,8,8,7,7,6712,2,40,very high,No,outstanding,low,high,1,Married,28,outstanding,rarely,No
3/31/82,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,2,2,2,2,2014,0,40,very high,No,execellent,low,very high,1,Married,2,average,rarely,No
1/9/82,Male,1,Laboratory Technician,Research & Development,college,Other,1,1,0,0,1951,1,40,high,No,execellent,low,very high,1,Divorced,4,execellent,rarely,No
1/6/82,Male,1,Laboratory Technician,Research & Development,highschool graduated,Life Sciences,1,1,0,1,2269,0,40,very high,No,execellent,low,very high,1,Married,8,outstanding,rarely,No
2/16/82,Male,3,System Engineer,Engineer,doctor,Technical Degree,9,9,8,8,9069,1,40,medium,No,outstanding,high,low,1,Married,18,outstanding,rarely,No
6/9/82,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,6,6,4,4,2859,0,40,medium,No,execellent,low,high,1,Single,1,average,rarely,No
12/5/82,Male,3,System Engineer,Engineer,doctor,Technical Degree,10,10,8,6,7295,2,40,high,No,execellent,low,medium,1,Married,1,average,rarely,No
5/19/82,Female,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,10,7,8,8789,0,40,high,No,execellent,high,high,1,Single,1,average,rarely,No
3/27/82,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,5,5,4,3,4859,0,40,low,No,execellent,low,high,1,Single,1,outstanding,rarely,No
3/29/82,Male,2,Research Scientist,Research & Development,master,Life Sciences,17,17,11,8,6646,0,40,medium,No,execellent,low,very high,1,Single,6,good,rarely,No
6/23/82,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,1,1,0,0,1281,2,40,high,No,execellent,none,high,1,Married,3,execellent,rarely,No
7/23/82,Female,1,Data Engineer,Engineer,master,Technical Degree,3,3,2,2,2572,1,40,low,No,execellent,low,very high,1,Married,8,good,none,No
6/25/82,Female,1,Research Scientist,Research & Development,highschool graduated,Medical,6,6,5,1,2559,0,40,high,No,execellent,low,low,1,Single,27,outstanding,rarely,No
1/13/82,Female,3,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,17,17,14,15,10685,1,40,very high,Yes,outstanding,low,high,1,Married,9,good,rarely,No
5/30/82,Female,1,Research Scientist,Research & Development,master,Life Sciences,10,10,2,8,2022,1,40,very high,Yes,execellent,high,medium,1,Divorced,25,average,rarely,Yes
